,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Fene,ES,43.45,-8.15,15.27,78,2,4.02,clear sky
363,Bitung,ID,1.45,125.18,24.47,81,90,3.89,overcast clouds
364,Biltine,TD,14.53,20.92,30.26,16,9,1.66,clear sky
365,Saint-Denis,FR,48.92,2.33,12.3,89,90,0.45,mist
366,Manta,EC,-0.95,-80.73,22.88,78,75,6.17,broken clouds
367,Kaeo,NZ,-35.10,173.78,18.51,64,31,3.02,scattered clouds
368,Camargo,MX,27.67,-105.17,33.43,12,0,7.44,clear sky
369,Malynivka,UA,49.82,36.73,8.32,56,100,2.92,overcast clouds
370,Sisimiut,GL,66.94,-53.67,1.05,78,98,2.79,overcast clouds
371,Qaqortoq,GL,60.72,-46.03,1.28,53,27,1.04,scattered clouds
372,Tenango,MX,18.65,-98.18,29.46,48,9,2.82,clear sky
373,Coihaique,CL,-45.58,-72.07,11.97,62,75,1.54,light rain
374,Kapuskasing,CA,49.42,-82.43,20.05,73,90,3.6,overcast clouds
375,Manokwari,ID,-0.87,134.08,26.6,75,98,1.26,overcast clouds
376,Tahoua,NE,14.89,5.27,32.26,14,100,2.18,overcast clouds
377,Saint George,US,37.10,-113.58,24.26,29,1,1.79,clear sky
378,Ostroh,UA,50.33,26.51,3.4,54,8,2.86,clear sky
379,Antioquia,CO,7.00,-75.50,14.95,98,75,0.61,broken clouds
380,Toyooka,JP,35.53,134.83,25.06,92,12,2.75,few clouds
381,Sur,OM,22.57,59.53,27.92,56,0,3.72,clear sky
382,Morehead,US,37.27,-87.18,30.47,57,1,3.6,clear sky
383,Touros,BR,-5.20,-35.46,27.5,75,32,6.27,scattered clouds
384,Pierre,US,44.37,-100.35,21.82,56,1,3.58,clear sky
385,Klaksvik,FO,62.23,-6.59,6.51,70,100,6.38,overcast clouds
386,Lavras Da Mangabeira,BR,-6.75,-38.96,32.08,28,83,2.22,broken clouds
387,Norrtalje,SE,59.76,18.70,10.69,66,100,5.04,overcast clouds
388,Rock Sound,BS,24.90,-76.20,27.76,72,96,4.26,moderate rain
389,Hwange,ZW,-18.37,26.50,21.13,62,14,5.26,few clouds
390,Kudahuvadhoo,MV,2.67,72.89,28.3,74,100,6.9,overcast clouds
391,San Patricio,US,28.02,-97.52,33.36,59,56,9.65,broken clouds
392,Mizdah,LY,31.45,12.98,19.8,67,0,4.83,clear sky
393,Bani,DO,18.28,-70.33,29.36,65,11,3.34,few clouds
394,Hendrina,ZA,-26.16,29.72,8.49,82,7,4.48,clear sky
395,That Phanom,TH,16.94,104.71,23.21,98,100,1.25,light rain
396,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,4.33,93,90,6.0,light intensity shower rain
397,Churu,IN,28.30,74.95,27.0,47,0,4.76,clear sky
398,Suhbaatar,MN,50.23,106.21,1.3,64,6,1.14,clear sky
399,Fort Nelson,CA,58.81,-122.70,6.77,61,75,3.6,light rain
400,Tessalit,ML,20.20,1.01,30.02,10,93,3.58,overcast clouds
401,Tarakan,ID,3.30,117.63,26.72,89,75,2.06,broken clouds
402,Bam,IR,29.11,58.36,18.31,18,1,3.84,clear sky
403,Pitea,SE,65.32,21.48,10.61,96,100,3.63,overcast clouds
404,Gomel,BY,52.43,30.98,2.99,81,60,2.0,broken clouds
405,Flin Flon,CA,54.77,-101.86,15.91,36,75,2.06,smoke
406,Kayerkan,RU,69.35,87.76,-5.81,96,100,3.15,light snow
407,Nongstoin,IN,25.52,91.27,17.6,95,8,1.81,clear sky
408,Hay River,CA,60.82,-115.80,4.99,75,75,6.17,broken clouds
409,Atar,MR,20.52,-13.05,30.61,19,1,2.12,clear sky
410,Udachnyy,RU,66.42,112.40,-5.53,92,100,8.35,overcast clouds
411,Kuandian,CN,40.73,124.78,5.11,73,0,2.46,clear sky
412,Muros,ES,42.78,-9.06,19.91,64,0,5.37,clear sky
413,Malanje,AO,-9.54,16.34,22.53,59,61,2.58,broken clouds
414,Aklavik,CA,68.22,-135.01,-0.54,77,100,3.76,overcast clouds
415,North Platte,US,41.12,-100.77,21.94,35,75,0.89,broken clouds
416,Luebo,CD,-5.35,21.42,22.88,85,79,1.38,broken clouds
417,Guasdualito,VE,7.24,-70.73,26.29,88,97,1.12,overcast clouds
418,Aksu,CN,41.12,80.26,9.94,30,100,1.19,overcast clouds
419,Nanortalik,GL,60.14,-45.24,2.62,59,4,1.81,clear sky
420,Leningradskiy,RU,69.38,178.42,-5.58,89,100,2.09,overcast clouds
421,Lagoa,PT,39.05,-27.98,21.63,87,100,10.15,overcast clouds
422,Axim,GH,4.87,-2.24,24.67,91,100,4.51,overcast clouds
423,Yumen,CN,40.28,97.20,2.78,26,16,4.94,few clouds
424,Mezen,RU,65.85,44.24,7.27,99,100,1.98,overcast clouds
425,Phek,IN,25.67,94.50,13.79,99,26,0.16,scattered clouds
426,Tongliao,CN,43.61,122.27,5.29,47,0,2.76,clear sky
427,Sibu,MY,2.30,111.82,24.17,94,40,2.06,scattered clouds
428,Canutama,BR,-6.53,-64.38,30.41,53,50,1.27,scattered clouds
429,La Ronge,CA,55.10,-105.28,11.14,62,75,1.03,broken clouds
430,Tautira,PF,-17.73,-149.15,30.01,76,76,3.99,broken clouds
431,Yerbogachen,RU,61.28,108.01,-0.99,91,100,4.52,light snow
432,Sao Filipe,CV,14.90,-24.50,27.23,71,0,1.15,clear sky
433,Oktyabrskoye,RU,43.06,44.74,5.08,100,31,3.0,scattered clouds
434,Opuwo,NA,-18.06,13.84,24.94,15,0,1.68,clear sky
435,Shawnee,US,39.05,-95.77,23.51,55,75,4.12,broken clouds
436,Gavrilovka Vtoraya,RU,52.88,42.77,6.0,62,1,0.66,clear sky
437,Srandakan,ID,-7.94,110.25,24.85,82,92,2.98,overcast clouds
438,Midsalip,PH,8.00,123.27,19.5,96,92,2.18,overcast clouds
439,Chifeng,CN,42.27,118.96,4.73,44,0,2.84,clear sky
440,Surt,LY,31.21,16.59,24.49,70,65,7.16,broken clouds
441,Bemidji,US,47.47,-94.88,15.64,100,90,3.09,moderate rain
442,Novyy Urengoy,RU,66.08,76.63,-2.42,71,30,4.86,scattered clouds
443,Savelugu,GH,9.62,-0.83,26.88,72,76,3.48,broken clouds
444,Kahului,US,20.89,-156.47,29.01,75,1,10.8,clear sky
445,Igunga,TZ,-4.28,33.88,25.95,40,70,4.32,broken clouds
446,Ust-Nera,RU,64.57,143.20,-6.46,75,62,1.65,broken clouds
447,Beringovskiy,RU,63.05,179.32,-1.53,90,99,5.76,overcast clouds
448,Kiama,AU,-34.68,150.87,12.71,78,100,2.24,overcast clouds
449,Chornukhy,UA,50.27,32.94,6.83,51,100,3.04,overcast clouds
450,Batemans Bay,AU,-35.72,150.18,13.94,78,100,2.89,overcast clouds
451,Luderitz,NA,-26.65,15.16,21.62,38,7,2.05,clear sky
452,Luanda,AO,-8.84,13.23,24.0,78,75,2.57,broken clouds
453,Camacha,PT,33.08,-16.33,20.85,73,20,6.17,few clouds
454,Muscat,OM,23.61,58.59,29.01,53,2,2.05,clear sky
455,Korla,CN,41.76,86.15,8.0,43,45,0.31,scattered clouds
456,Port Hedland,AU,-20.32,118.57,24.03,20,40,7.72,scattered clouds
457,Kontagora,NG,10.40,5.47,24.82,74,100,1.98,overcast clouds
458,Sirjan,IR,29.45,55.68,14.93,27,0,2.47,clear sky
459,Parabel,RU,58.70,81.48,-3.28,73,2,2.49,clear sky
460,Ugoofaaru,MV,5.67,73.00,28.23,78,72,7.88,broken clouds
461,Keflavik,IS,64.00,-22.56,4.24,93,75,1.03,broken clouds
462,Nueva Loja,EC,0.08,-76.88,25.01,94,75,1.03,moderate rain
463,Geraldton,AU,-28.77,114.60,10.23,87,53,4.12,broken clouds
464,Kruisfontein,ZA,-34.00,24.73,11.21,77,34,3.06,scattered clouds
465,Muyuka,CM,4.29,9.41,23.23,96,96,0.72,overcast clouds
466,Ixtapa,MX,20.70,-105.20,31.79,74,75,1.54,broken clouds
467,Dolores,AR,-36.31,-57.68,13.81,84,72,4.45,broken clouds
468,Omboue,GA,-1.57,9.26,25.04,85,100,1.94,overcast clouds
469,Ulladulla,AU,-35.35,150.47,12.5,76,100,4.63,overcast clouds
470,Dzerzhinsk,RU,56.24,43.46,8.79,75,90,1.0,overcast clouds
471,Orichi,RU,58.40,49.06,7.39,96,100,3.61,light rain
472,Maniitsoq,GL,65.42,-52.90,1.89,91,100,4.86,overcast clouds
473,Kristiansund,NO,63.11,7.73,9.36,76,75,4.12,broken clouds
474,Cayenne,GF,4.93,-52.33,28.38,81,0,0.89,clear sky
475,Deep River,CA,46.10,-77.50,17.86,94,100,2.2,overcast clouds
476,Rosa Zarate,EC,0.33,-79.47,28.16,69,96,2.22,overcast clouds
477,Nea Peramos,GR,38.01,23.42,20.89,80,45,0.92,scattered clouds
478,Lucapa,AO,-8.42,20.74,23.17,53,94,1.44,overcast clouds
479,Conceicao Do Araguaia,BR,-8.26,-49.26,30.63,43,100,0.88,overcast clouds
480,Saint-Francois,FR,46.42,3.91,6.49,98,2,0.0,fog
481,Namatanai,PG,-3.67,152.43,28.14,73,24,1.58,few clouds
482,Uige,AO,-7.61,15.06,21.49,82,95,1.41,overcast clouds
483,Viedma,AR,-40.81,-63.00,18.65,41,0,8.45,clear sky
484,Brookhaven,US,31.58,-90.44,29.53,65,0,3.21,clear sky
485,Henties Bay,NA,-22.12,14.28,15.48,71,0,2.13,clear sky
486,Vestmanna,FO,62.16,-7.17,5.51,81,75,1.54,broken clouds
487,Harlingen,US,26.19,-97.70,34.1,53,1,10.8,clear sky
488,Naze,JP,28.37,129.48,25.51,86,65,7.5,broken clouds
489,Bokoro,TD,12.38,17.06,27.99,56,72,5.85,broken clouds
490,Yeniseysk,RU,58.45,92.17,-2.93,92,57,2.54,broken clouds
491,Matanza,CO,7.32,-73.02,19.35,97,93,0.59,overcast clouds
492,Tulagi,SB,-9.10,160.15,27.68,76,99,1.87,overcast clouds
493,Puerto Madryn,AR,-42.77,-65.04,21.81,32,31,8.71,scattered clouds
494,Baiao,BR,-2.79,-49.67,27.66,67,60,1.23,broken clouds
495,Igarka,RU,67.47,86.58,-3.04,77,100,6.13,overcast clouds
496,Tallahassee,US,30.44,-84.28,28.13,69,20,0.45,few clouds
497,Savannah Bight,HN,16.45,-85.85,31.03,73,6,3.62,clear sky
498,Balikpapan,ID,-1.27,116.83,25.79,89,100,2.89,overcast clouds
499,Nouadhibou,MR,20.93,-17.03,19.99,88,0,6.17,clear sky
500,Colorado,BR,-22.84,-51.97,17.52,88,83,4.51,broken clouds
501,Chirongui,YT,-12.93,45.15,24.96,80,5,1.89,clear sky
502,Saint-Augustin,CA,51.23,-58.65,10.21,65,49,2.18,scattered clouds
503,Palaikastron,GR,35.20,26.25,21.53,76,0,1.16,clear sky
504,Teberda,RU,43.45,41.74,8.58,73,90,2.51,overcast clouds
505,Mayfield Heights,US,41.52,-81.46,24.27,68,40,5.14,scattered clouds
506,Fortuna,US,40.60,-124.16,20.1,67,79,1.34,broken clouds
507,Oistins,BB,13.07,-59.53,28.05,78,40,7.72,scattered clouds
508,Mount Gambier,AU,-37.83,140.77,7.95,87,98,0.0,overcast clouds
509,Moranbah,AU,-22.00,148.05,21.69,63,0,1.73,clear sky
510,Roma,US,43.21,-75.46,21.08,77,90,3.6,overcast clouds
511,Verkhnyaya Sinyachikha,RU,57.98,61.67,-2.03,62,90,1.69,overcast clouds
512,Udpura,IN,24.72,75.97,25.26,70,8,1.17,clear sky
513,Medicine Hat,CA,50.05,-110.67,19.76,29,20,3.13,few clouds
514,Andenes,NO,69.31,16.12,7.82,87,90,2.06,overcast clouds
515,Kavieng,PG,-2.57,150.80,28.18,74,62,3.22,broken clouds
516,Kakogawa,JP,34.77,134.85,24.61,76,72,3.13,broken clouds
517,Hobyo,SO,5.35,48.53,25.77,89,44,8.23,scattered clouds
518,Takaka,NZ,-40.85,172.80,15.31,53,100,4.15,light rain
519,Koslan,RU,63.46,48.90,7.96,96,100,4.58,overcast clouds
520,Cosamaloapan,MX,18.37,-95.80,30.45,71,16,2.5,few clouds
521,Nantucket,US,41.28,-70.10,17.08,88,100,9.27,moderate rain
522,Shenjiamen,CN,29.96,122.30,25.04,85,0,4.43,clear sky
523,Athabasca,CA,54.72,-113.29,7.9,36,100,6.98,overcast clouds
524,Nuevo Progreso,MX,23.17,-97.95,33.66,61,0,1.79,clear sky
525,Verkhoyansk,RU,67.54,133.38,0.73,67,100,2.2,overcast clouds
526,Belyy Yar,RU,53.60,91.39,5.94,61,0,3.0,clear sky
527,Talaya,RU,61.38,152.75,-12.48,80,4,0.75,clear sky
528,Castellammare Del Golfo,IT,38.02,12.89,19.62,61,0,4.89,clear sky
529,Kaspiyskiy,RU,45.39,47.37,11.23,61,35,4.08,scattered clouds
530,Tambopata,PE,-12.73,-69.18,34.94,43,0,2.06,clear sky
531,Kavaratti,IN,10.57,72.64,27.83,81,98,6.57,overcast clouds
532,Quang Ngai,VN,15.12,108.80,24.35,92,98,1.78,overcast clouds
533,Dickinson,US,29.46,-95.05,30.97,76,75,2.24,broken clouds
534,Santo Augusto,BR,-27.85,-53.78,22.7,89,94,4.63,light rain
535,Rocha,UY,-34.48,-54.33,15.06,77,100,5.67,overcast clouds
536,Soligalich,RU,59.08,42.29,5.77,90,40,2.93,scattered clouds
537,Batagay,RU,67.63,134.63,-1.11,82,100,2.59,overcast clouds
538,Mount Kisco,US,41.20,-73.73,18.35,93,90,0.45,mist
539,Miraflores,MX,19.22,-98.81,25.02,65,78,1.8,broken clouds
540,Tyukalinsk,RU,55.87,72.20,-1.52,75,94,2.93,overcast clouds
541,Teguise,ES,29.06,-13.56,21.12,64,75,5.14,broken clouds
542,Kirksville,US,40.19,-92.58,26.97,60,1,6.17,clear sky
543,Corridonia,IT,43.25,13.51,12.61,89,100,2.24,overcast clouds
544,Pochutla,MX,15.74,-96.47,30.47,66,46,3.69,scattered clouds
545,Qeshm,IR,26.96,56.27,27.94,39,0,9.68,clear sky
546,Itupiranga,BR,-5.13,-49.33,30.18,58,100,1.38,overcast clouds
547,Netarhat,IN,23.48,84.27,16.13,83,6,0.91,clear sky
548,Bilma,NE,18.69,12.92,29.31,10,23,3.25,few clouds
549,Gat,IL,31.61,34.76,22.12,65,0,2.12,clear sky
550,Bayan,CN,46.08,127.40,4.76,69,0,4.36,clear sky
551,Samarai,PG,-10.62,150.67,26.39,78,98,3.68,overcast clouds
552,Barmer,IN,25.75,71.38,28.04,53,0,5.06,clear sky
553,Tabou,CI,4.42,-7.35,25.49,89,100,4.2,light rain
554,Sabang,ID,5.89,95.32,27.86,79,60,10.36,light rain
555,Delta Del Tigre,UY,-34.76,-56.39,18.23,72,90,4.63,overcast clouds
556,Vanimo,PG,-2.67,141.30,26.14,90,100,1.54,overcast clouds
557,Karsava,LV,56.78,27.69,3.3,83,40,3.01,scattered clouds
558,Windhoek,NA,-22.56,17.08,21.11,11,1,4.63,clear sky
559,Robinson,US,31.47,-97.11,33.66,53,40,4.47,scattered clouds
560,Belaya Gora,RU,68.53,146.42,-6.8,73,100,1.76,overcast clouds
561,Kungurtug,RU,50.60,97.52,-3.51,71,7,1.6,clear sky
562,Smidovich,RU,48.60,133.82,5.72,73,40,7.14,scattered clouds
563,Cedar Rapids,US,42.01,-91.64,25.01,88,40,4.12,scattered clouds
564,Gazimurskiy Zavod,RU,51.55,118.33,-0.18,82,3,1.79,clear sky
565,Burns Lake,CA,54.23,-125.75,6.68,45,100,4.87,overcast clouds
566,Kongolo,CD,-5.38,27.00,22.68,83,88,2.14,overcast clouds
567,Gornopravdinsk,RU,60.05,69.90,-2.87,73,5,1.58,clear sky
568,Navalmoral De La Mata,ES,39.89,-5.54,19.98,59,51,1.71,broken clouds
569,Bushehr,IR,28.97,50.84,23.05,68,0,2.06,clear sky
570,Tinton Falls,US,40.30,-74.10,19.56,87,90,2.24,overcast clouds
571,Silvassa,IN,20.27,73.02,24.61,91,79,0.53,broken clouds
572,Matamoros,MX,25.53,-103.25,37.06,12,20,5.66,few clouds
573,Moerai,PF,-22.43,-151.33,23.23,76,100,6.02,overcast clouds
574,Saldanha,ZA,-33.01,17.94,14.03,55,83,4.34,broken clouds
575,Oktyabrskiy,RU,54.48,53.47,4.69,86,99,1.38,overcast clouds
576,Maddela,PH,16.34,121.68,23.77,96,100,0.11,moderate rain
577,Bubaque,GW,11.28,-15.83,28.15,77,100,3.83,overcast clouds
578,Potoru,SL,7.51,-11.48,23.44,98,65,1.14,light rain
579,Acapulco,MX,16.86,-99.89,30.9,66,40,2.06,scattered clouds
580,Ayorou,NE,14.73,0.92,35.5,20,100,3.1,overcast clouds
581,Ruwi,OM,23.60,58.55,28.83,50,2,1.92,clear sky
582,Nieuwpoort,BE,51.12,2.77,14.45,77,40,3.6,scattered clouds
583,Seymchan,RU,62.88,152.43,-6.7,62,7,1.68,clear sky
584,Balezino,RU,57.98,53.01,6.71,96,100,3.36,overcast clouds
585,Karasburg,NA,-28.02,18.75,20.7,12,19,4.91,few clouds
586,Tacuati,PY,-23.45,-56.58,22.57,97,93,1.48,overcast clouds
587,Rabat,MA,33.99,-6.84,20.58,94,40,0.0,scattered clouds
588,Mandan,US,46.83,-100.89,20.99,37,1,6.17,clear sky
589,Palmer,US,42.16,-72.33,17.01,72,90,0.45,overcast clouds
590,Neiafu,TO,-18.65,-173.98,24.38,94,90,0.0,light intensity drizzle
591,Ust-Kulom,RU,61.69,53.69,3.15,98,100,3.34,overcast clouds
592,Awbari,LY,26.59,12.78,25.6,13,0,5.61,clear sky
593,Sola,VU,-13.88,167.55,28.37,84,75,2.57,broken clouds
594,Sao Miguel Do Araguaia,BR,-13.28,-50.16,32.92,29,83,1.5,broken clouds
595,Havre-Saint-Pierre,CA,50.23,-63.60,10.0,93,1,6.17,clear sky
596,Kamennogorsk,RU,60.95,29.13,10.45,79,90,5.52,overcast clouds
597,Santa Rosa,PH,14.31,121.11,27.28,86,91,6.82,overcast clouds
598,Ancud,CL,-41.87,-73.82,11.9,81,100,3.55,overcast clouds
599,Mossendjo,CG,-2.95,12.73,22.29,89,100,1.24,overcast clouds
600,Ilhabela,BR,-23.78,-45.36,19.99,96,100,6.14,moderate rain
601,Tacuarembo,UY,-31.73,-55.98,17.87,96,100,4.27,light rain
602,Kieta,PG,-6.22,155.63,27.91,75,86,2.01,overcast clouds
603,Omaruru,NA,-21.43,15.93,23.58,9,0,3.53,clear sky
604,Otukpo,NG,7.19,8.13,22.13,98,68,1.99,broken clouds
605,Djambala,CG,-2.54,14.75,20.88,91,100,1.93,overcast clouds
606,Portobelo,PA,9.55,-79.65,27.7,83,99,2.9,overcast clouds
607,Tobolsk,RU,58.20,68.27,-2.96,76,7,0.97,clear sky
608,Maroantsetra,MG,-15.43,49.73,18.74,85,53,2.09,broken clouds
609,Adrar,MR,20.50,-10.07,30.82,12,98,2.33,overcast clouds
610,Anaconda,US,46.13,-112.94,14.55,52,76,5.46,broken clouds
611,Kibondo,TZ,-3.59,30.72,20.53,56,91,1.42,overcast clouds
612,Batagay-Alyta,RU,67.80,130.41,-5.01,85,100,1.07,overcast clouds
613,Isiro,CD,2.77,27.62,19.76,99,100,0.97,overcast clouds
614,Binga,ZW,-17.62,27.34,23.84,57,73,2.72,broken clouds
615,Suntar,RU,62.14,117.63,0.71,73,100,6.56,overcast clouds
616,Portland,US,45.52,-122.68,16.5,66,40,0.89,scattered clouds
617,Puerto Suarez,BO,-18.95,-57.80,31.33,51,66,1.47,broken clouds
618,Mitu,CO,1.20,-70.17,27.75,75,44,0.87,moderate rain
619,Alakurtti,RU,66.97,30.35,9.24,99,100,0.91,overcast clouds
620,Zhigansk,RU,66.77,123.37,0.84,99,100,5.77,light snow
621,Lagos,NG,6.58,3.75,27.18,95,100,1.5,moderate rain
622,Port-Gentil,GA,-0.72,8.78,24.98,88,20,2.57,few clouds
623,Emerald,AU,-23.53,148.17,24.08,60,2,6.17,clear sky
624,Kodino,RU,63.72,39.64,9.88,94,100,4.8,light rain
625,Banda Aceh,ID,5.56,95.32,26.16,78,34,6.43,scattered clouds
626,San Cristobal,VE,7.77,-72.22,25.1,96,89,0.85,overcast clouds
627,Gurupa,BR,-1.41,-51.64,25.63,82,41,2.45,heavy intensity rain
628,Graaff-Reinet,ZA,-32.25,24.53,15.16,35,14,1.93,few clouds
629,Migori,KE,-1.06,34.47,19.47,76,94,2.46,overcast clouds
630,Aswan,EG,24.09,32.91,34.61,20,0,5.14,clear sky
631,Avondale,US,33.44,-112.35,30.36,15,1,0.89,clear sky
632,Cap-Aux-Meules,CA,47.38,-61.86,11.03,87,40,4.12,scattered clouds
633,Konevo,RU,62.12,39.32,9.3,88,100,4.67,overcast clouds
634,Mier,MX,26.43,-99.15,41.38,27,4,8.11,clear sky
635,Lincoln,US,40.80,-96.67,19.95,65,1,0.45,clear sky
636,Safaga,EG,26.73,33.94,26.97,41,0,5.75,clear sky
637,Vanavara,RU,60.34,102.28,-2.68,87,80,4.31,broken clouds
638,Northam,GB,51.03,-4.22,12.56,81,11,4.65,few clouds
639,Antalaha,MG,-14.90,50.28,18.28,83,25,2.96,scattered clouds
640,Mgandu,TZ,-5.95,34.13,20.67,53,21,5.0,few clouds
641,Antofagasta,CL,-23.65,-70.40,14.6,67,10,3.64,clear sky
642,Waipawa,NZ,-41.41,175.52,13.5,60,38,4.6,scattered clouds
643,Sines,PT,37.96,-8.87,18.49,81,100,3.13,overcast clouds
644,Darnah,LY,32.77,22.64,23.94,66,0,4.78,clear sky
645,Aguilas,ES,37.41,-1.58,20.74,73,48,4.51,scattered clouds
646,Piacabucu,BR,-10.41,-36.43,24.44,80,97,4.15,overcast clouds
647,Anadyr,RU,64.75,177.48,-4.72,92,90,2.68,light snow
648,Xuddur,SO,4.12,43.89,23.15,76,83,6.98,broken clouds
649,Alamosa,US,37.47,-105.87,16.31,18,1,6.17,clear sky
650,Whitianga,NZ,-36.83,175.70,15.82,58,13,3.81,few clouds
651,Cabedelo,BR,-6.98,-34.83,26.37,76,26,4.96,scattered clouds
652,Kristiinankaupunki,FI,62.27,21.38,10.34,83,100,9.17,overcast clouds
653,Ust-Karsk,RU,52.70,118.81,0.24,87,4,1.79,clear sky
654,Posse,BR,-14.09,-46.37,29.75,30,95,0.67,overcast clouds
655,Saint-Pierre,RE,-21.34,55.48,22.8,74,0,2.57,clear sky
656,Westlock,CA,54.15,-113.87,7.9,33,100,6.63,overcast clouds
657,Naberera,TZ,-4.20,36.93,16.5,80,43,4.16,scattered clouds
658,Mattru,SL,7.62,-11.83,23.71,97,45,1.14,scattered clouds
659,Ambilobe,MG,-13.20,49.05,21.41,69,47,1.32,scattered clouds
660,Oltu,TR,40.55,42.00,11.6,60,0,0.68,clear sky
661,Inverell,AU,-29.78,151.12,18.15,95,100,2.21,light rain
662,Toora-Khem,RU,52.47,96.11,-2.34,70,42,0.31,scattered clouds
663,Magadan,RU,59.57,150.80,-0.68,56,0,4.73,clear sky
664,Teotlalcingo,MX,19.82,-97.99,20.82,63,87,2.41,overcast clouds
665,Meulaboh,ID,4.14,96.13,24.41,88,100,1.49,overcast clouds
666,Mildura,AU,-34.20,142.15,8.98,66,0,4.63,clear sky
667,Salingogon,PH,13.43,123.19,26.58,91,97,3.77,overcast clouds
668,Roebourne,AU,-20.78,117.13,22.85,34,11,5.09,few clouds
669,Lovrenc Na Pohorju,SI,46.54,15.39,7.41,98,100,2.22,light rain
670,At-Bashi,KG,41.17,75.81,-0.8,87,73,1.58,broken clouds
671,Skaelskor,DK,55.25,11.29,10.55,79,65,5.77,broken clouds
672,Kozhva,RU,65.11,57.05,-1.14,93,100,5.05,light snow
673,Nuuk,GL,64.18,-51.72,4.34,65,90,0.51,light rain
674,Matai,TZ,-8.30,31.52,19.94,35,95,3.53,overcast clouds
675,Zapolyarnyy,RU,69.42,30.81,4.6,97,100,1.08,overcast clouds
676,Jacmel,HT,18.23,-72.53,30.91,77,95,1.52,overcast clouds
677,Thanh Hoa,VN,19.80,105.77,23.82,95,100,0.16,overcast clouds
678,Polazna,RU,58.29,56.41,5.66,91,100,1.83,overcast clouds
679,Russkaya Polyana,UA,49.42,31.92,7.38,59,55,2.81,broken clouds
680,Aykhal,RU,66.00,111.50,-7.63,93,100,6.87,overcast clouds
681,Vung Tau,VN,10.35,107.08,26.57,85,100,6.15,moderate rain
682,Behbahan,IR,30.60,50.24,22.62,12,0,1.01,clear sky
683,Farsund,NO,58.09,6.80,11.7,84,27,9.24,scattered clouds
684,Malanville,BJ,11.87,3.39,28.29,46,25,2.67,scattered clouds
685,Husavik,IS,66.04,-17.34,2.95,97,100,0.73,overcast clouds
686,Hiji,JP,33.37,131.53,24.28,92,21,1.0,few clouds
